ASCII data file created with TiePie Multi Channel software. www.tiepie.com.
2022-11-08 20:56:29 582m





Sample number Relative time HS4D-50(28994).Ch1
  s V
3399 0.00019298 -0.036400405
3400 0.000193 -0.040444895
3401 0.00019302 -0.040444895
3402 0.00019304 -0.048533874
3403 0.00019306 -0.044489384
3404 0.00019308 -0.048533874
3405 0.0001931 -0.044489384
3406 0.00019312 -0.044489384
3407 0.00019314 -0.040444895
3408 0.00019316 -0.044489384
3409 0.00019318 -0.040444895
3410 0.0001932 -0.036400405
3411 0.00019322 -0.048533874
3412 0.00019324 -0.068756321
3413 0.00019326 -0.080889789
3414 0.00019328 0.012133468
3415 0.0001933 0.036400405
3416 0.00019332 -0.060667342
3417 0.00019334 -0.093023258
3418 0.00019336 -0.032355916
3419 0.00019338 -0.044489384
3420 0.0001934 -0.060667342
3421 0.00019342 -0.020222447
3422 0.00019344 -0.0040444895
3423 0.00019346 -0.048533874
3424 0.00019348 -0.056622853
3425 0.0001935 -0.036400405
3426 0.00019352 -0.028311426
3427 0.00019354 -0.024266937
3428 0.00019356 -0.028311426
3429 0.00019358 -0.040444895
3430 0.0001936 -0.068756321
3431 0.00019362 -0.068756321
3432 0.00019364 -0.044489384
3433 0.00019366 -0.020222447
3434 0.00019368 -0.028311426
3435 0.0001937 -0.036400405
3436 0.00019372 -0.032355916
3437 0.00019374 -0.024266937
3438 0.00019376 -0.044489384
3439 0.00019378 -0.028311426
3440 0.0001938 -0.020222447
3441 0.00019382 -0.028311426
3442 0.00019384 -0.044489384
3443 0.00019386 -0.032355916
3444 0.00019388 -0.028311426
3445 0.0001939 -0.044489384
3446 0.00019392 -0.040444895
3447 0.00019394 -0.036400405
3448 0.00019396 -0.032355916
3449 0.00019398 -0.036400405
3450 0.000194 -0.036400405
3451 0.00019402 -0.028311426
3452 0.00019404 -0.028311426
3453 0.00019406 -0.036400405
3454 0.00019408 -0.032355916
3455 0.0001941 -0.032355916
3456 0.00019412 -0.044489384
3457 0.00019414 -0.040444895
3458 0.00019416 -0.020222447
3459 0.00019418 -0.016177958
3460 0.0001942 -0.024266937
3461 0.00019422 -0.032355916
3462 0.00019424 -0.032355916
3463 0.00019426 -0.028311426
3464 0.00019428 -0.036400405
3465 0.0001943 -0.024266937
3466 0.00019432 -0.024266937
3467 0.00019434 -0.036400405
3468 0.00019436 -0.032355916
3469 0.00019438 -0.020222447
3470 0.0001944 -0.032355916
3471 0.00019442 -0.040444895
3472 0.00019444 -0.032355916
3473 0.00019446 -0.024266937
3474 0.00019448 -0.024266937
3475 0.0001945 -0.024266937
3476 0.00019452 -0.024266937
3477 0.00019454 -0.020222447
3478 0.00019456 -0.024266937
3479 0.00019458 -0.024266937
3480 0.0001946 -0.016177958
3481 0.00019462 -0.016177958
3482 0.00019464 -0.028311426
3483 0.00019466 -0.016177958
3484 0.00019468 -0.020222447
3485 0.0001947 -0.020222447
3486 0.00019472 -0.024266937
3487 0.00019474 -0.024266937
3488 0.00019476 -0.032355916
3489 0.00019478 -0.032355916
3490 0.0001948 -0.028311426
3491 0.00019482 -0.028311426
3492 0.00019484 -0.032355916
3493 0.00019486 -0.028311426
3494 0.00019488 -0.016177958
3495 0.0001949 -0.020222447
3496 0.00019492 -0.020222447
3497 0.00019494 -0.016177958
3498 0.00019496 -0.012133468
3499 0.00019498 -0.0080889789
3500 0.000195 -0.016177958
3501 0.00019502 -0.020222447
3502 0.00019504 -0.020222447
3503 0.00019506 -0.016177958
3504 0.00019508 -0.016177958
3505 0.0001951 -0.016177958
3506 0.00019512 -0.020222447
3507 0.00019514 -0.020222447
3508 0.00019516 -0.016177958
3509 0.00019518 -0.0040444895
3510 0.0001952 -0.0080889789
3511 0.00019522 -0.0080889789
3512 0.00019524 -0.020222447
3513 0.00019526 -0.032355916
3514 0.00019528 -0.032355916
3515 0.0001953 -0.040444895
3516 0.00019532 -0.036400405
3517 0.00019534 -0.024266937
3518 0.00019536 -0.016177958
3519 0.00019538 -0.012133468
3520 0.0001954 -0.016177958
3521 0.00019542 -0.016177958
3522 0.00019544 -0.028311426
3523 0.00019546 -0.024266937
3524 0.00019548 -0.016177958
3525 0.0001955 -0.012133468
3526 0.00019552 -0.020222447
3527 0.00019554 -0.0080889789
3528 0.00019556 -0.0040444895
3529 0.00019558 -0.012133468
3530 0.0001956 -0.012133468
3531 0.00019562 -0.012133468
3532 0.00019564 -0.012133468
3533 0.00019566 -0.016177958
3534 0.00019568 -0.016177958
3535 0.0001957 -0.0080889789
3536 0.00019572 -0.0040444895
3537 0.00019574 -0.0040444895
3538 0.00019576 0.0040444895
3539 0.00019578 0.012133468
3540 0.0001958 0.012133468
3541 0.00019582 -0.0040444895
3542 0.00019584 -0.012133468
3543 0.00019586 -0.016177958
3544 0.00019588 -0.016177958
3545 0.0001959 0
3546 0.00019592 0.0040444895
3547 0.00019594 0.012133468
3548 0.00019596 0.020222447
3549 0.00019598 0.024266937
3550 0.000196 0.016177958
3551 0.00019602 0.0080889789
3552 0.00019604 -0.0040444895
3553 0.00019606 0
3554 0.00019608 -0.0040444895
3555 0.0001961 -0.0040444895
3556 0.00019612 0
3557 0.00019614 -0.0080889789
3558 0.00019616 0
3559 0.00019618 0.0080889789
3560 0.0001962 -0.0040444895
3561 0.00019622 -0.0080889789
3562 0.00019624 -0.012133468
3563 0.00019626 -0.0080889789
3564 0.00019628 -0.0040444895
3565 0.0001963 0.0040444895
3566 0.00019632 0.0040444895
3567 0.00019634 0.0040444895
3568 0.00019636 0.0080889789
3569 0.00019638 0.0040444895
3570 0.0001964 0.0040444895
3571 0.00019642 0
3572 0.00019644 -0.0040444895
3573 0.00019646 -0.0080889789
3574 0.00019648 0
3575 0.0001965 0.0080889789
3576 0.00019652 0.0080889789
3577 0.00019654 0.016177958
3578 0.00019656 0.024266937
3579 0.00019658 0.020222447
3580 0.0001966 0.0080889789
3581 0.00019662 -0.0040444895
3582 0.00019664 -0.012133468
3583 0.00019666 -0.0080889789
3584 0.00019668 0
3585 0.0001967 0
3586 0.00019672 0.0080889789
3587 0.00019674 0.016177958
3588 0.00019676 0.020222447
3589 0.00019678 0.032355916
3590 0.0001968 0.028311426
3591 0.00019682 0.012133468
3592 0.00019684 0.016177958
3593 0.00019686 0.0040444895
3594 0.00019688 0.012133468
3595 0.0001969 0
3596 0.00019692 0.012133468
3597 0.00019694 0
3598 0.00019696 0.016177958
3599 0.00019698 0.0040444895
3600 0.000197 0.0040444895
3601 0.00019702 0.0040444895
3602 0.00019704 -0.0080889789
3603 0.00019706 0.0040444895
3604 0.00019708 0.0080889789
3605 0.0001971 0.0080889789
3606 0.00019712 0
3607 0.00019714 -0.0040444895
3608 0.00019716 -0.0040444895
3609 0.00019718 0.0080889789
3610 0.0001972 0.012133468
3611 0.00019722 0.024266937
3612 0.00019724 0.024266937
3613 0.00019726 0.036400405
3614 0.00019728 0.028311426
3615 0.0001973 0.020222447
3616 0.00019732 0.0040444895
3617 0.00019734 0
3618 0.00019736 0
3619 0.00019738 0.0040444895
3620 0.0001974 0.0080889789
3621 0.00019742 0.020222447
3622 0.00019744 0.036400405
3623 0.00019746 0.028311426
3624 0.00019748 0.028311426
3625 0.0001975 0.016177958
3626 0.00019752 0.012133468
3627 0.00019754 0.012133468
3628 0.00019756 0.012133468
3629 0.00019758 0.0040444895
3630 0.0001976 0.012133468
3631 0.00019762 0.0080889789
3632 0.00019764 0.012133468
3633 0.00019766 0.012133468
3634 0.00019768 0.016177958
3635 0.0001977 0.024266937
3636 0.00019772 0.028311426
3637 0.00019774 0.020222447
3638 0.00019776 0.0080889789
3639 0.00019778 -0.0040444895
3640 0.0001978 -0.012133468
3641 0.00019782 0.0040444895
3642 0.00019784 0.012133468
3643 0.00019786 0.020222447
3644 0.00019788 0.028311426
3645 0.0001979 0.024266937
3646 0.00019792 0.032355916
3647 0.00019794 0.024266937
3648 0.00019796 0.016177958
3649 0.00019798 0.016177958
3650 0.000198 0
3651 0.00019802 -0.0040444895
3652 0.00019804 0
3653 0.00019806 0.012133468
3654 0.00019808 0.028311426
3655 0.0001981 0.032355916
3656 0.00019812 0.024266937
3657 0.00019814 0.020222447
3658 0.00019816 0.016177958
3659 0.00019818 0.0080889789
3660 0.0001982 0.0080889789
3661 0.00019822 0.012133468
3662 0.00019824 0.012133468
3663 0.00019826 0.024266937
3664 0.00019828 0.020222447
3665 0.0001983 0.020222447
3666 0.00019832 0.020222447
3667 0.00019834 0.020222447
3668 0.00019836 0.012133468
3669 0.00019838 0.0040444895
3670 0.0001984 0
3671 0.00019842 0.012133468
3672 0.00019844 0.020222447
3673 0.00019846 0.028311426
3674 0.00019848 0.032355916
3675 0.0001985 0.028311426
3676 0.00019852 0.028311426
3677 0.00019854 0.024266937
3678 0.00019856 0.024266937
3679 0.00019858 0.032355916
3680 0.0001986 0.028311426
3681 0.00019862 0.040444895
3682 0.00019864 0.028311426
3683 0.00019866 0.020222447
3684 0.00019868 0.020222447
3685 0.0001987 0.020222447
3686 0.00019872 0.020222447
3687 0.00019874 0.024266937
3688 0.00019876 0.028311426
3689 0.00019878 0.028311426
3690 0.0001988 0.028311426
3691 0.00019882 0.028311426
3692 0.00019884 0.028311426
3693 0.00019886 0.012133468
3694 0.00019888 0.0040444895
3695 0.0001989 0.012133468
3696 0.00019892 0.020222447
3697 0.00019894 0.024266937
3698 0.00019896 0.024266937
3699 0.00019898 0.024266937
3700 0.000199 0.020222447
3701 0.00019902 0.016177958
3702 0.00019904 0.032355916
3703 0.00019906 0.036400405
3704 0.00019908 0.036400405
3705 0.0001991 0.036400405
3706 0.00019912 0.016177958
3707 0.00019914 -0.020222447
3708 0.00019916 -0.012133468
3709 0.00019918 0.020222447
3710 0.0001992 0.048533874
3711 0.00019922 0.044489384
3712 0.00019924 -0.0040444895
3713 0.00019926 -0.036400405
3714 0.00019928 -0.0080889789
3715 0.0001993 0.052578363
3716 0.00019932 0.0768453
3717 0.00019934 0.048533874
3718 0.00019936 -0.0080889789
3719 0.00019938 -0.024266937
3720 0.0001994 0.0080889789
3721 0.00019942 0.060667342
3722 0.00019944 0.068756321
3723 0.00019946 0.024266937
3724 0.00019948 -0.012133468
3725 0.0001995 -0.0080889789
3726 0.00019952 0.028311426
3727 0.00019954 0.040444895
3728 0.00019956 0.024266937
3729 0.00019958 0.0040444895
3730 0.0001996 0
3731 0.00019962 0.020222447
3732 0.00019964 0.036400405
3733 0.00019966 0.0080889789
3734 0.00019968 -0.012133468
3735 0.0001997 0
3736 0.00019972 0.040444895
3737 0.00019974 0.064711832
3738 0.00019976 0.040444895
3739 0.00019978 0.0080889789
3740 0.0001998 -0.0040444895
3741 0.00019982 0.016177958
3742 0.00019984 0.048533874
3743 0.00019986 0.048533874
3744 0.00019988 0.032355916
3745 0.0001999 0.012133468
3746 0.00019992 0.020222447
3747 0.00019994 0.036400405
3748 0.00019996 0.036400405
3749 0.00019998 0.028311426
3750 0.0002 0.016177958
3751 0.00020002 0.012133468
3752 0.00020004 0.016177958
3753 0.00020006 0.032355916
3754 0.00020008 0.032355916
3755 0.0002001 0.028311426
3756 0.00020012 0.024266937
3757 0.00020014 0.032355916
3758 0.00020016 0.028311426
3759 0.00020018 0.016177958
3760 0.0002002 0.012133468
3761 0.00020022 0.0080889789
3762 0.00020024 0.020222447
3763 0.00020026 0.024266937
3764 0.00020028 0.036400405
3765 0.0002003 0.036400405
3766 0.00020032 0.028311426
3767 0.00020034 0.040444895
3768 0.00020036 0.020222447
3769 0.00020038 0.032355916
3770 0.0002004 0.012133468
3771 0.00020042 0.016177958
3772 0.00020044 0.012133468
3773 0.00020046 0.020222447
3774 0.00020048 0.020222447
3775 0.0002005 0.020222447
3776 0.00020052 0.032355916
3777 0.00020054 0.044489384
3778 0.00020056 0.040444895
3779 0.00020058 0.036400405
3780 0.0002006 0.020222447
3781 0.00020062 0.012133468
3782 0.00020064 0.020222447
3783 0.00020066 0.028311426
3784 0.00020068 0.028311426
3785 0.0002007 0.032355916
3786 0.00020072 0.024266937
3787 0.00020074 0.016177958
3788 0.00020076 0.024266937
3789 0.00020078 0.040444895
3790 0.0002008 0.048533874
3791 0.00020082 0.056622853
3792 0.00020084 0.056622853
3793 0.00020086 0.052578363
3794 0.00020088 0.036400405
3795 0.0002009 0.0080889789
3796 0.00020092 0
3797 0.00020094 0.0080889789
3798 0.00020096 0.024266937
3799 0.00020098 0.032355916
3800 0.000201 0.040444895
3801 0.00020102 0.048533874
3802 0.00020104 0.048533874
3803 0.00020106 0.032355916
3804 0.00020108 0.036400405
3805 0.0002011 0.040444895
3806 0.00020112 0.032355916
3807 0.00020114 0.028311426
3808 0.00020116 0.032355916
3809 0.00020118 0.024266937
3810 0.0002012 0.024266937
3811 0.00020122 0.020222447
3812 0.00020124 0.028311426
3813 0.00020126 0.024266937
3814 0.00020128 0.024266937
3815 0.0002013 0.032355916
3816 0.00020132 0.032355916
3817 0.00020134 0.028311426
3818 0.00020136 0.016177958
3819 0.00020138 0.020222447
3820 0.0002014 0.020222447
3821 0.00020142 0.028311426
3822 0.00020144 0.032355916
3823 0.00020146 0.032355916
3824 0.00020148 0.040444895
3825 0.0002015 0.032355916
3826 0.00020152 0.028311426
3827 0.00020154 0.020222447
3828 0.00020156 0.016177958
3829 0.00020158 0.016177958
3830 0.0002016 0.020222447
3831 0.00020162 0.032355916
3832 0.00020164 0.036400405
3833 0.00020166 0.028311426
3834 0.00020168 0.024266937
3835 0.0002017 0.028311426
3836 0.00020172 0.024266937
3837 0.00020174 0.016177958
3838 0.00020176 0.020222447
3839 0.00020178 0.012133468
3840 0.0002018 0.020222447
3841 0.00020182 0.020222447
3842 0.00020184 0.024266937
3843 0.00020186 0.020222447
3844 0.00020188 0.020222447
3845 0.0002019 0.016177958
3846 0.00020192 0.016177958
3847 0.00020194 0.024266937
3848 0.00020196 0.024266937
3849 0.00020198 0.028311426
3850 0.000202 0.028311426
3851 0.00020202 0.028311426
3852 0.00020204 0.024266937
3853 0.00020206 0.020222447
3854 0.00020208 0.016177958
3855 0.0002021 0.016177958
3856 0.00020212 0.020222447
3857 0.00020214 0.016177958
3858 0.00020216 0.016177958
3859 0.00020218 0.016177958
3860 0.0002022 0.024266937
3861 0.00020222 0.020222447
3862 0.00020224 0.028311426
3863 0.00020226 0.016177958
3864 0.00020228 0
3865 0.0002023 0
3866 0.00020232 0
3867 0.00020234 0.0080889789
3868 0.00020236 0.016177958
3869 0.00020238 0.032355916
3870 0.0002024 0.028311426
3871 0.00020242 0.024266937
3872 0.00020244 0.012133468
3873 0.00020246 0.012133468
3874 0.00020248 0.0040444895
3875 0.0002025 -0.0080889789
3876 0.00020252 0
3877 0.00020254 0.0080889789
3878 0.00020256 0.016177958
3879 0.00020258 0.016177958
3880 0.0002026 0.024266937
3881 0.00020262 0
3882 0.00020264 -0.012133468
3883 0.00020266 -0.0040444895
3884 0.00020268 0
3885 0.0002027 0.0080889789
3886 0.00020272 0.012133468
3887 0.00020274 0.012133468
3888 0.00020276 0.012133468
3889 0.00020278 0.024266937
3890 0.0002028 0.028311426
3891 0.00020282 0.020222447
3892 0.00020284 0.020222447
3893 0.00020286 0.0080889789
3894 0.00020288 0.0040444895
3895 0.0002029 0.0080889789
3896 0.00020292 0.0040444895
3897 0.00020294 0.0040444895
3898 0.00020296 -0.0040444895
3899 0.00020298 -0.0040444895
3900 0.000203 0
3901 0.00020302 0.0040444895
3902 0.00020304 0
3903 0.00020306 -0.0040444895
3904 0.00020308 -0.012133468
3905 0.0002031 -0.0080889789
3906 0.00020312 -0.0080889789
3907 0.00020314 0
3908 0.00020316 -0.0080889789
3909 0.00020318 -0.0040444895
3910 0.0002032 0
3911 0.00020322 0
3912 0.00020324 -0.0040444895
3913 0.00020326 0.0040444895
3914 0.00020328 -0.0080889789
3915 0.0002033 -0.0040444895
3916 0.00020332 -0.0040444895
3917 0.00020334 -0.0080889789
3918 0.00020336 0
3919 0.00020338 0.0080889789
3920 0.0002034 0.0040444895
3921 0.00020342 0
3922 0.00020344 0
3923 0.00020346 -0.0040444895
3924 0.00020348 -0.0080889789
3925 0.0002035 -0.016177958
3926 0.00020352 -0.020222447
3927 0.00020354 -0.020222447
3928 0.00020356 -0.012133468
3929 0.00020358 -0.0080889789
3930 0.0002036 -0.012133468
3931 0.00020362 -0.016177958
3932 0.00020364 -0.0040444895
3933 0.00020366 -0.0040444895
3934 0.00020368 -0.0040444895
3935 0.0002037 -0.0080889789
3936 0.00020372 -0.012133468
3937 0.00020374 -0.016177958
3938 0.00020376 -0.016177958
3939 0.00020378 0
3940 0.0002038 0.012133468
3941 0.00020382 0.0040444895
3942 0.00020384 -0.0040444895
3943 0.00020386 -0.0040444895
3944 0.00020388 -0.020222447
3945 0.0002039 -0.012133468
3946 0.00020392 -0.0040444895
3947 0.00020394 -0.0080889789
3948 0.00020396 -0.012133468
3949 0.00020398 -0.016177958
3950 0.000204 -0.020222447
3951 0.00020402 -0.028311426
3952 0.00020404 -0.036400405
3953 0.00020406 -0.036400405
3954 0.00020408 -0.020222447
3955 0.0002041 -0.0080889789
3956 0.00020412 0
3957 0.00020414 -0.0080889789
3958 0.00020416 -0.016177958
3959 0.00020418 -0.016177958
3960 0.0002042 -0.024266937
3961 0.00020422 -0.032355916
3962 0.00020424 -0.032355916
3963 0.00020426 -0.032355916
3964 0.00020428 -0.032355916
3965 0.0002043 -0.024266937
3966 0.00020432 -0.032355916
3967 0.00020434 -0.024266937
3968 0.00020436 -0.024266937
3969 0.00020438 -0.028311426
3970 0.0002044 -0.032355916
3971 0.00020442 -0.036400405
3972 0.00020444 -0.036400405
3973 0.00020446 -0.032355916
3974 0.00020448 -0.024266937
3975 0.0002045 -0.020222447
3976 0.00020452 -0.028311426
3977 0.00020454 -0.024266937
3978 0.00020456 -0.016177958
3979 0.00020458 -0.020222447
3980 0.0002046 -0.024266937
3981 0.00020462 -0.020222447
3982 0.00020464 -0.028311426
3983 0.00020466 -0.040444895
3984 0.00020468 -0.040444895
3985 0.0002047 -0.040444895
3986 0.00020472 -0.040444895
3987 0.00020474 -0.036400405
3988 0.00020476 -0.036400405
3989 0.00020478 -0.036400405
3990 0.0002048 -0.028311426
3991 0.00020482 -0.032355916
3992 0.00020484 -0.028311426
3993 0.00020486 -0.028311426
3994 0.00020488 -0.024266937
3995 0.0002049 -0.040444895
3996 0.00020492 -0.044489384
3997 0.00020494 -0.040444895
3998 0.00020496 -0.044489384
3999 0.00020498 -0.044489384
4000 0.000205 -0.040444895
4001 0.00020502 -0.044489384
4002 0.00020504 -0.044489384
4003 0.00020506 -0.036400405
4004 0.00020508 -0.040444895
4005 0.0002051 -0.040444895
4006 0.00020512 -0.036400405
4007 0.00020514 -0.044489384
4008 0.00020516 -0.032355916
4009 0.00020518 -0.036400405
4010 0.0002052 -0.032355916
4011 0.00020522 -0.036400405
4012 0.00020524 -0.036400405
4013 0.00020526 -0.036400405
4014 0.00020528 -0.036400405
4015 0.0002053 -0.044489384
4016 0.00020532 -0.048533874
4017 0.00020534 -0.044489384
4018 0.00020536 -0.048533874
4019 0.00020538 -0.044489384
4020 0.0002054 -0.044489384
4021 0.00020542 -0.040444895
4022 0.00020544 -0.040444895
4023 0.00020546 -0.040444895
4024 0.00020548 -0.044489384
4025 0.0002055 -0.044489384
4026 0.00020552 -0.044489384
4027 0.00020554 -0.052578363
4028 0.00020556 -0.052578363
4029 0.00020558 -0.044489384
4030 0.0002056 -0.044489384
4031 0.00020562 -0.040444895
4032 0.00020564 -0.040444895
4033 0.00020566 -0.044489384
4034 0.00020568 -0.040444895
4035 0.0002057 -0.044489384
4036 0.00020572 -0.040444895
4037 0.00020574 -0.036400405
4038 0.00020576 -0.032355916
4039 0.00020578 -0.044489384
4040 0.0002058 -0.052578363
4041 0.00020582 -0.048533874
4042 0.00020584 -0.052578363
4043 0.00020586 -0.044489384
4044 0.00020588 -0.044489384
4045 0.0002059 -0.044489384
4046 0.00020592 -0.044489384
4047 0.00020594 -0.052578363
4048 0.00020596 -0.052578363
4049 0.00020598 -0.052578363
4050 0.000206 -0.052578363
4051 0.00020602 -0.056622853
4052 0.00020604 -0.044489384
4053 0.00020606 -0.048533874
4054 0.00020608 -0.048533874
4055 0.0002061 -0.048533874
4056 0.00020612 -0.044489384
4057 0.00020614 -0.044489384
4058 0.00020616 -0.052578363
4059 0.00020618 -0.052578363
4060 0.0002062 -0.056622853
4061 0.00020622 -0.056622853
4062 0.00020624 -0.064711832
4063 0.00020626 -0.056622853
4064 0.00020628 -0.052578363
4065 0.0002063 -0.040444895
4066 0.00020632 -0.036400405
4067 0.00020634 -0.044489384
4068 0.00020636 -0.048533874
4069 0.00020638 -0.044489384
4070 0.0002064 -0.048533874
4071 0.00020642 -0.044489384
4072 0.00020644 -0.040444895
4073 0.00020646 -0.048533874
4074 0.00020648 -0.044489384
4075 0.0002065 -0.044489384
4076 0.00020652 -0.052578363
4077 0.00020654 -0.056622853
4078 0.00020656 -0.052578363
4079 0.00020658 -0.040444895
4080 0.0002066 -0.048533874
4081 0.00020662 -0.040444895
4082 0.00020664 -0.040444895
4083 0.00020666 -0.036400405
4084 0.00020668 -0.048533874
4085 0.0002067 -0.048533874
4086 0.00020672 -0.052578363
4087 0.00020674 -0.048533874
4088 0.00020676 -0.048533874
4089 0.00020678 -0.048533874
4090 0.0002068 -0.036400405
4091 0.00020682 -0.024266937
4092 0.00020684 -0.036400405
4093 0.00020686 -0.048533874
4094 0.00020688 -0.056622853
4095 0.0002069 -0.056622853
4096 0.00020692 -0.056622853
4097 0.00020694 -0.064711832
4098 0.00020696 -0.060667342
4099 0.00020698 -0.052578363
4100 0.000207 -0.056622853
4101 0.00020702 -0.052578363
4102 0.00020704 -0.060667342
4103 0.00020706 -0.056622853
4104 0.00020708 -0.048533874
4105 0.0002071 -0.044489384
4106 0.00020712 -0.044489384
4107 0.00020714 -0.040444895
4108 0.00020716 -0.052578363
4109 0.00020718 -0.052578363
4110 0.0002072 -0.056622853
4111 0.00020722 -0.048533874
4112 0.00020724 -0.048533874
4113 0.00020726 -0.048533874
4114 0.00020728 -0.048533874
4115 0.0002073 -0.040444895
4116 0.00020732 -0.052578363
4117 0.00020734 -0.052578363
4118 0.00020736 -0.060667342
4119 0.00020738 -0.052578363
4120 0.0002074 -0.052578363
4121 0.00020742 -0.052578363
4122 0.00020744 -0.040444895
4123 0.00020746 -0.044489384
4124 0.00020748 -0.040444895
4125 0.0002075 -0.040444895
4126 0.00020752 -0.040444895
4127 0.00020754 -0.048533874
4128 0.00020756 -0.044489384
4129 0.00020758 -0.052578363
4130 0.0002076 -0.044489384
4131 0.00020762 -0.056622853
4132 0.00020764 -0.048533874
4133 0.00020766 -0.048533874
4134 0.00020768 -0.052578363
4135 0.0002077 -0.040444895
4136 0.00020772 -0.044489384
4137 0.00020774 -0.040444895
4138 0.00020776 -0.048533874
4139 0.00020778 -0.048533874
4140 0.0002078 -0.044489384
4141 0.00020782 -0.032355916
4142 0.00020784 -0.036400405
4143 0.00020786 -0.036400405
4144 0.00020788 -0.036400405
4145 0.0002079 -0.040444895
4146 0.00020792 -0.044489384
4147 0.00020794 -0.040444895
4148 0.00020796 -0.036400405
4149 0.00020798 -0.044489384
4150 0.000208 -0.048533874
4151 0.00020802 -0.060667342
4152 0.00020804 -0.052578363
4153 0.00020806 -0.048533874
4154 0.00020808 -0.036400405
4155 0.0002081 -0.036400405
4156 0.00020812 -0.040444895
4157 0.00020814 -0.032355916
4158 0.00020816 -0.036400405
4159 0.00020818 -0.040444895
4160 0.0002082 -0.036400405
4161 0.00020822 -0.040444895
4162 0.00020824 -0.036400405
4163 0.00020826 -0.032355916
4164 0.00020828 -0.044489384
4165 0.0002083 -0.048533874
4166 0.00020832 -0.052578363
4167 0.00020834 -0.040444895
4168 0.00020836 -0.040444895
4169 0.00020838 -0.032355916
4170 0.0002084 -0.040444895
4171 0.00020842 -0.036400405
4172 0.00020844 -0.032355916
4173 0.00020846 -0.024266937
4174 0.00020848 -0.032355916
4175 0.0002085 -0.032355916
4176 0.00020852 -0.036400405
4177 0.00020854 -0.032355916
4178 0.00020856 -0.028311426
4179 0.00020858 -0.032355916
4180 0.0002086 -0.032355916
4181 0.00020862 -0.028311426
4182 0.00020864 -0.028311426
4183 0.00020866 -0.024266937
4184 0.00020868 -0.032355916
4185 0.0002087 -0.044489384
4186 0.00020872 -0.048533874
4187 0.00020874 -0.048533874
4188 0.00020876 -0.048533874
4189 0.00020878 -0.040444895
4190 0.0002088 -0.032355916
4191 0.00020882 -0.028311426
4192 0.00020884 -0.036400405
4193 0.00020886 -0.028311426
4194 0.00020888 -0.032355916
4195 0.0002089 -0.036400405
4196 0.00020892 -0.028311426
4197 0.00020894 -0.024266937
4198 0.00020896 -0.024266937
4199 0.00020898 -0.024266937
4200 0.000209 -0.024266937
4201 0.00020902 -0.028311426
4202 0.00020904 -0.020222447
4203 0.00020906 -0.024266937
4204 0.00020908 -0.024266937
4205 0.0002091 -0.028311426
4206 0.00020912 -0.024266937
4207 0.00020914 -0.028311426
4208 0.00020916 -0.028311426
4209 0.00020918 -0.040444895
4210 0.0002092 -0.032355916
4211 0.00020922 -0.036400405
4212 0.00020924 -0.032355916
4213 0.00020926 -0.036400405
4214 0.00020928 -0.020222447
4215 0.0002093 -0.0040444895
4216 0.00020932 -0.012133468
4217 0.00020934 -0.028311426
4218 0.00020936 -0.040444895
4219 0.00020938 -0.040444895
4220 0.0002094 -0.040444895
4221 0.00020942 -0.036400405
4222 0.00020944 -0.028311426
4223 0.00020946 -0.024266937
4224 0.00020948 -0.024266937
4225 0.0002095 -0.020222447
4226 0.00020952 -0.024266937
4227 0.00020954 -0.024266937
4228 0.00020956 -0.020222447
4229 0.00020958 -0.020222447
4230 0.0002096 -0.024266937
4231 0.00020962 -0.032355916
4232 0.00020964 -0.036400405
4233 0.00020966 -0.036400405
4234 0.00020968 -0.020222447
4235 0.0002097 -0.012133468
4236 0.00020972 -0.020222447
4237 0.00020974 -0.012133468
4238 0.00020976 -0.016177958
4239 0.00020978 -0.028311426
4240 0.0002098 -0.020222447
4241 0.00020982 -0.020222447
4242 0.00020984 -0.028311426
4243 0.00020986 -0.024266937
4244 0.00020988 -0.020222447
4245 0.0002099 -0.024266937
4246 0.00020992 -0.020222447
4247 0.00020994 -0.016177958
4248 0.00020996 -0.012133468
4249 0.00020998 -0.016177958
4250 0.00021 -0.016177958
4251 0.00021002 -0.016177958
4252 0.00021004 -0.0080889789
4253 0.00021006 -0.0040444895
4254 0.00021008 -0.0040444895
4255 0.0002101 -0.0080889789
4256 0.00021012 -0.020222447
4257 0.00021014 -0.028311426
4258 0.00021016 -0.016177958
4259 0.00021018 -0.016177958
4260 0.0002102 -0.0040444895
4261 0.00021022 -0.0040444895
4262 0.00021024 -0.0080889789
4263 0.00021026 -0.012133468
4264 0.00021028 -0.012133468
4265 0.0002103 -0.012133468
4266 0.00021032 -0.012133468
4267 0.00021034 -0.0080889789
4268 0.00021036 -0.0040444895
4269 0.00021038 0
4270 0.0002104 0
4271 0.00021042 0
4272 0.00021044 -0.0080889789
4273 0.00021046 -0.0080889789
4274 0.00021048 -0.0080889789
4275 0.0002105 -0.012133468
4276 0.00021052 -0.020222447
4277 0.00021054 -0.024266937
4278 0.00021056 -0.020222447
4279 0.00021058 -0.012133468
4280 0.0002106 -0.0040444895
4281 0.00021062 -0.0040444895
4282 0.00021064 -0.0040444895
4283 0.00021066 -0.0080889789
4284 0.00021068 -0.012133468
4285 0.0002107 -0.0040444895
4286 0.00021072 -0.0080889789
4287 0.00021074 0
4288 0.00021076 0
4289 0.00021078 0.0040444895
4290 0.0002108 0
4291 0.00021082 0
4292 0.00021084 -0.012133468
4293 0.00021086 -0.012133468
